score,r_approach_reward,w_approach_reward,active_approach_reward,r_close_reward,w_close_reward,active_close_reward,r_grasp_reward,w_grasp_reward,active_grasp_reward,r_move_bonus,w_move_bonus,active_move_bonus,r_move_reward,w_move_reward,active_move_reward,r_movement_penalty,w_movement_penalty,active_movement_penalty,r_object_angle_reward,w_object_angle_reward,active_object_angle_reward,r_object_velocity_reward,w_object_velocity_reward,active_object_velocity_reward,r_open_reward,w_open_reward,active_open_reward,r_progress_reward,w_progress_reward,active_progress_reward,r_stability_reward,w_stability_reward,active_stability_reward,r_success_bonus,w_success_bonus,active_success_bonus,r_success_reward,w_success_reward,active_success_reward,r_velocity_penalty,w_velocity_penalty,active_velocity_penalty,r_velocity_reward,w_velocity_reward,active_velocity_reward,env_id,seed
0.3344,,1.0,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9647,,1.0,1,,0,0,,5.0,1,,1.0,1,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.5888,,20.0,1,,0,0,,30.0,1,,0.5,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.23,,20.0,1,,0,0,,30.0,1,,0.5,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.7162,,20.0,1,,0,0,,30.0,1,,0.5,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.6278,,20.0,1,,0,0,,30.0,1,,0.5,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.8219,,20.0,1,,0,0,,30.0,1,,0.5,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.7429,,20.0,1,,0,0,,30.0,1,,0.5,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.3509,,20.0,1,,0,0,,30.0,1,,0.5,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.6684,,20.0,1,,0,0,,30.0,1,,0.5,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.8292,,20.0,1,,0,0,,30.0,1,,0.5,1,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9941,,8.0,1,,0,0,,15.0,1,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.0423,,8.0,1,,0,0,,15.0,1,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.9808,,8.0,1,,0,0,,15.0,1,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.9699,,8.0,1,,0,0,,15.0,1,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.3418,,8.0,1,,0,0,,15.0,1,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.5247,,8.0,1,,0,0,,15.0,1,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.0273,,8.0,1,,0,0,,15.0,1,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9874,,8.0,1,,0,0,,15.0,1,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9755,,8.0,1,,0,0,,15.0,1,,5.0,1,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9666,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.9708,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.4837,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.8799,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.7777,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.0009,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.5055,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.2803,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.8726,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9258,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.9952,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.632,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.5488,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9868,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.6262,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9336,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9946,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.7934,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.4446,,5.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.0975,,5.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.8719,,5.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.8564,,5.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.972,,5.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.6988,,5.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9999,,5.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9797,,5.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.8903,,5.0,1,,0,0,,30.0,1,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.5542,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.9414,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.6709,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,2.0,1,shadow_hand_door_open_outward,42
0.8806,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.5231,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.9452,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,1.0,1,shadow_hand_door_open_outward,42
0.8194,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9857,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.9431,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,5.0,1,shadow_hand_door_open_outward,42
0.7432,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,2.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.3711,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,2.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.6853,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.4246,,1.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,2.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.8662,,1.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,2.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.8078,,1.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.5,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,2.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.7661,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,2.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.4533,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.8575,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,2.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.8724,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,2.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.9885,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.5875,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,2.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.6856,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,2.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.4434,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.9979,,10.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,2.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.8516,,10.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,2.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.7103,,10.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.4596,,5.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.5787,,5.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.3854,,5.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.5294,,1.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.852,,1.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.848,,1.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.9954,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.4833,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.9845,,10.0,1,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,1.0,1,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.5704,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.9379,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,5.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.2543,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.0875,,1.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.9171,,1.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,5.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.1061,,1.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.6211,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.1222,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,5.0,1,,0,0,,0.5,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.9939,,10.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,shadow_hand_door_open_outward,42
0.4907,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_door_open_outward,42
0.0222,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_door_open_outward,42
0.9937,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_door_open_outward,42
0.991,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_door_open_outward,42
0.9969,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_door_open_outward,42
0.9761,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_door_open_outward,42
0.9985,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_door_open_outward,42
0.0,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_door_open_outward,42
0.5463,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_door_open_outward,42
0.2782,,2.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_door_open_outward,42
0.4026,,2.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_door_open_outward,42
0.1842,,2.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_door_open_outward,42
0.8039,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_door_open_outward,42
0.0189,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_door_open_outward,42
0.9624,,1.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_door_open_outward,42
0.4471,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_door_open_outward,42
0.9996,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_door_open_outward,42
0.3819,,5.0,1,,0,0,,1.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_door_open_outward,42
0.1415,,2.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_door_open_outward,42
0.0005,,2.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_door_open_outward,42
0.2773,,2.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_door_open_outward,42
0.5225,,1.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_door_open_outward,42
0.4301,,1.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_door_open_outward,42
0.9918,,1.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_door_open_outward,42
0.6179,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_door_open_outward,42
0.2573,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_door_open_outward,42
0.9983,,5.0,1,,0,0,,10.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_door_open_outward,42
0.609,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_door_open_outward,42
0.9919,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_door_open_outward,42
0.2309,,2.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_door_open_outward,42
0.0529,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_door_open_outward,42
0.4553,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_door_open_outward,42
0.9286,,1.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_door_open_outward,42
0.9824,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0.1,1,,0,0,shadow_hand_door_open_outward,42
0.8557,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0.05,1,,0,0,shadow_hand_door_open_outward,42
0.9985,,5.0,1,,0,0,,5.0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,20.0,1,,0,0,,0,0,,0,0,,0,0,,0.5,1,,0,0,shadow_hand_door_open_outward,42
